iso3;ECO_NAME;from;to;ef_soc;ef_biomass_above;ef_biomass_below;ef_biomass;pools_covered
;Karakoram-West Tibetan Plateau alpine steppe;nonveg;pasture;;-0,247073159;-0,647539135;-0,894612294;biomass only
;Karakoram-West Tibetan Plateau alpine steppe;other;cropland;0,053110089;;;;soc only
;Karakoram-West Tibetan Plateau alpine steppe;other;pasture;-0,020622486;;;;soc only
;Karakoram-West Tibetan Plateau alpine steppe;otherland;cropland;;-0,735633689;0,167772467;-0,567861223;biomass only
;Karakoram-West Tibetan Plateau alpine steppe;otherland;forest;;-1,880631205;-1,628500629;-3,509131833;biomass only
;Karakoram-West Tibetan Plateau alpine steppe;otherland;nonveg;;0,093025466;0,439404085;0,532429551;biomass only
;Karakoram-West Tibetan Plateau alpine steppe;otherland;pasture;;-0,154047693;-0,20813505;-0,362182743;biomass only
;Karakoram-West Tibetan Plateau alpine steppe;pasture;cropland;0,073732575;-0,581585996;0,375907516;-0,20567848;soc + biomass
;Karakoram-West Tibetan Plateau alpine steppe;pasture;forest;;-1,726583512;-1,420365579;-3,14694909;biomass only
;Karakoram-West Tibetan Plateau alpine steppe;pasture;nonveg;;0,247073159;0,647539135;0,894612294;biomass only
;Karakoram-West Tibetan Plateau alpine steppe;pasture;other;0,020622486;;;;soc only
;Karakoram-West Tibetan Plateau alpine steppe;pasture;otherland;;0,154047693;0,20813505;0,362182743;biomass only
;Madeira evergreen forests;cropland;forest;;-0,25937259;-0,489194366;-0,748566956;biomass only
;Madeira evergreen forests;cropland;nonveg;;1,532922123;2,889444136;4,422366259;biomass only
;Madeira evergreen forests;cropland;other;0;;;;soc only
;Madeira evergreen forests;cropland;otherland;;0,315551123;0,589918676;0,905469798;biomass only
;Madeira evergreen forests;cropland;pasture;0;0,99480751;1,87506684;2,86987435;soc + biomass
;Madeira evergreen forests;forest;cropland;;0,25937259;0,489194366;0,748566956;biomass only
;Madeira evergreen forests;forest;nonveg;;1,792294713;3,378638502;5,170933216;biomass only
;Madeira evergreen forests;forest;otherland;;0,574923713;1,079113042;1,654036755;biomass only
;Madeira evergreen forests;forest;pasture;;1,2541801;2,364261206;3,618441306;biomass only
;Madeira evergreen forests;nonveg;cropland;;-1,532922123;-2,889444136;-4,422366259;biomass only
;Madeira evergreen forests;nonveg;forest;;-1,792294713;-3,378638502;-5,170933216;biomass only
;Madeira evergreen forests;nonveg;otherland;;-1,217371001;-2,29952546;-3,516896461;biomass only
;Madeira evergreen forests;nonveg;pasture;;-0,538114613;-1,014377296;-1,552491909;biomass only
;Madeira evergreen forests;other;cropland;0;;;;soc only
;Madeira evergreen forests;other;pasture;0;;;;soc only
;Madeira evergreen forests;otherland;cropland;;-0,315551123;-0,589918676;-0,905469798;biomass only
;Madeira evergreen forests;otherland;forest;;-0,574923713;-1,079113042;-1,654036755;biomass only
;Madeira evergreen forests;otherland;nonveg;;1,217371001;2,29952546;3,516896461;biomass only
;Madeira evergreen forests;otherland;pasture;;0,679256388;1,285148164;1,964404552;biomass only
;Madeira evergreen forests;pasture;cropland;0;-0,99480751;-1,87506684;-2,86987435;soc + biomass
;Madeira evergreen forests;pasture;forest;;-1,2541801;-2,364261206;-3,618441306;biomass only
;Madeira evergreen forests;pasture;nonveg;;0,538114613;1,014377296;1,552491909;biomass only
;Madeira evergreen forests;pasture;other;0;;;;soc only
;Madeira evergreen forests;pasture;otherland;;-0,679256388;-1,285148164;-1,964404552;biomass only
;North Tibetan Plateau-Kunlun Mountains alpine desert;cropland;forest;;1,915554694;0,252944889;2,168499583;biomass only
;North Tibetan Plateau-Kunlun Mountains alpine desert;cropland;nonveg;;1,940491256;0,375827831;2,316319087;biomass only
;North Tibetan Plateau-Kunlun Mountains alpine desert;cropland;other;0,934346973;;;;soc only
;North Tibetan Plateau-Kunlun Mountains alpine desert;cropland;otherland;;1,894652419;0,162423403;2,057075823;biomass only
;North Tibetan Plateau-Kunlun Mountains alpine desert;cropland;pasture;0,300526809;1,880826396;0,115431429;1,996257824;soc + biomass
;North Tibetan Plateau-Kunlun Mountains alpine desert;forest;cropland;;-1,915554694;-0,252944889;-2,168499583;biomass only
;North Tibetan Plateau-Kunlun Mountains alpine desert;forest;nonveg;;0,024936563;0,122882942;0,147819504;biomass only
;North Tibetan Plateau-Kunlun Mountains alpine desert;forest;otherland;;-0,020902274;-0,090521486;-0,11142376;biomass only
;North Tibetan Plateau-Kunlun Mountains alpine desert;forest;pasture;;-0,034728298;-0,137513461;-0,172241759;biomass only
;North Tibetan Plateau-Kunlun Mountains alpine desert;nonveg;cropland;;-1,940491256;-0,375827831;-2,316319087;biomass only
;North Tibetan Plateau-Kunlun Mountains alpine desert;nonveg;forest;;-0,024936563;-0,122882942;-0,147819504;biomass only
;North Tibetan Plateau-Kunlun Mountains alpine desert;nonveg;otherland;;-0,045838837;-0,213404428;-0,259243265;biomass only
;North Tibetan Plateau-Kunlun Mountains alpine desert;nonveg;pasture;;-0,059664861;-0,260396402;-0,320061263;biomass only
;North Tibetan Plateau-Kunlun Mountains alpine desert;other;cropland;-0,934346973;;;;soc only
;North Tibetan Plateau-Kunlun Mountains alpine desert;other;pasture;-0,633820164;;;;soc only
;North Tibetan Plateau-Kunlun Mountains alpine desert;otherland;cropland;;-1,894652419;-0,162423403;-2,057075823;biomass only
;North Tibetan Plateau-Kunlun Mountains alpine desert;otherland;forest;;0,020902274;0,090521486;0,11142376;biomass only
;North Tibetan Plateau-Kunlun Mountains alpine desert;otherland;nonveg;;0,045838837;0,213404428;0,259243265;biomass only
;North Tibetan Plateau-Kunlun Mountains alpine desert;otherland;pasture;;-0,013826024;-0,046991975;-0,060817998;biomass only
;North Tibetan Plateau-Kunlun Mountains alpine desert;pasture;cropland;-0,300526809;-1,880826396;-0,115431429;-1,996257824;soc + biomass
;North Tibetan Plateau-Kunlun Mountains alpine desert;pasture;forest;;0,034728298;0,137513461;0,172241759;biomass only
;North Tibetan Plateau-Kunlun Mountains alpine desert;pasture;nonveg;;0,059664861;0,260396402;0,320061263;biomass only
;North Tibetan Plateau-Kunlun Mountains alpine desert;pasture;other;0,633820164;;;;soc only
;North Tibetan Plateau-Kunlun Mountains alpine desert;pasture;otherland;;0,013826024;0,046991975;0,060817998;biomass only
;Northeast Himalayan subalpine conifer forests;cropland;forest;;-52,12809028;-15,52744527;-67,65553555;biomass only
;Northeast Himalayan subalpine conifer forests;cropland;nonveg;;-5,055069621;-2,708360216;-7,763429837;biomass only
;Northeast Himalayan subalpine conifer forests;cropland;other;-1,298737595;;;;soc only
;Northeast Himalayan subalpine conifer forests;cropland;otherland;;-16,84742148;-13,09230522;-29,93972669;biomass only
;Northeast Himalayan subalpine conifer forests;cropland;pasture;0,468632329;-4,496581651;-4,925439376;-9,422021027;soc + biomass
;Northeast Himalayan subalpine conifer forests;forest;cropland;;52,12809028;15,52744527;67,65553555;biomass only
;Northeast Himalayan subalpine conifer forests;forest;nonveg;;47,07302066;12,81908505;59,89210571;biomass only
;Northeast Himalayan subalpine conifer forests;forest;otherland;;35,2806688;2,435140052;37,71580885;biomass only
;Northeast Himalayan subalpine conifer forests;forest;pasture;;47,63150863;10,60200589;58,23351452;biomass only
;Northeast Himalayan subalpine conifer forests;nonveg;cropland;;5,055069621;2,708360216;7,763429837;biomass only
;Northeast Himalayan subalpine conifer forests;nonveg;forest;;-47,07302066;-12,81908505;-59,89210571;biomass only
;Northeast Himalayan subalpine conifer forests;nonveg;otherland;;-11,79235186;-10,383945;-22,17629686;biomass only
;Northeast Himalayan subalpine conifer forests;nonveg;pasture;;0,558487971;-2,217079161;-1,65859119;biomass only
;Northeast Himalayan subalpine conifer forests;other;cropland;1,298737595;;;;soc only
;Northeast Himalayan subalpine conifer forests;other;pasture;1,767369924;;;;soc only
;Northeast Himalayan subalpine conifer forests;otherland;cropland;;16,84742148;13,09230522;29,93972669;biomass only
;Northeast Himalayan subalpine conifer forests;otherland;forest;;-35,2806688;-2,435140052;-37,71580885;biomass only
;Northeast Himalayan subalpine conifer forests;otherland;nonveg;;11,79235186;10,383945;22,17629686;biomass only
;Northeast Himalayan subalpine conifer forests;otherland;pasture;;12,35083983;8,16686584;20,51770567;biomass only
;Northeast Himalayan subalpine conifer forests;pasture;cropland;-0,468632329;4,496581651;4,925439376;9,422021027;soc + biomass
;Northeast Himalayan subalpine conifer forests;pasture;forest;;-47,63150863;-10,60200589;-58,23351452;biomass only
;Northeast Himalayan subalpine conifer forests;pasture;nonveg;;-0,558487971;2,217079161;1,65859119;biomass only
;Northeast Himalayan subalpine conifer forests;pasture;other;-1,767369924;;;;soc only
;Northeast Himalayan subalpine conifer forests;pasture;otherland;;-12,35083983;-8,16686584;-20,51770567;biomass only
;Northern Acacia-Commiphora bushlands and thickets;cropland;forest;;1,665568739;-2,071535978;-0,405967239;biomass only
;Northern Acacia-Commiphora bushlands and thickets;cropland;nonveg;;6,468662178;0,172202463;6,640864641;biomass only
;Northern Acacia-Commiphora bushlands and thickets;cropland;other;-0,001840237;;;;soc only
;Northern Acacia-Commiphora bushlands and thickets;cropland;otherland;;2,297368573;-18,03345269;-15,73608412;biomass only
;Northern Acacia-Commiphora bushlands and thickets;cropland;pasture;2,175340797;7,504991434;0,071335702;7,576327136;soc + biomass
;Northern Acacia-Commiphora bushlands and thickets;forest;cropland;;-1,665568739;2,071535978;0,405967239;biomass only
;Northern Acacia-Commiphora bushlands and thickets;forest;nonveg;;4,803093439;2,24373844;7,04683188;biomass only
;Northern Acacia-Commiphora bushlands and thickets;forest;otherland;;0,631799834;-15,96191672;-15,33011688;biomass only
;Northern Acacia-Commiphora bushlands and thickets;forest;pasture;;5,839422695;2,14287168;7,982294375;biomass only
;Northern Acacia-Commiphora bushlands and thickets;nonveg;cropland;;-6,468662178;-0,172202463;-6,640864641;biomass only
;Northern Acacia-Commiphora bushlands and thickets;nonveg;forest;;-4,803093439;-2,24373844;-7,04683188;biomass only
;Northern Acacia-Commiphora bushlands and thickets;nonveg;otherland;;-4,171293605;-18,20565516;-22,37694876;biomass only
;Northern Acacia-Commiphora bushlands and thickets;nonveg;pasture;;1,036329256;-0,10086676;0,935462495;biomass only
;Northern Acacia-Commiphora bushlands and thickets;other;cropland;0,001840237;;;;soc only
;Northern Acacia-Commiphora bushlands and thickets;other;pasture;2,177181034;;;;soc only
;Northern Acacia-Commiphora bushlands and thickets;otherland;cropland;;-2,297368573;18,03345269;15,73608412;biomass only
;Northern Acacia-Commiphora bushlands and thickets;otherland;forest;;-0,631799834;15,96191672;15,33011688;biomass only
;Northern Acacia-Commiphora bushlands and thickets;otherland;nonveg;;4,171293605;18,20565516;22,37694876;biomass only
;Northern Acacia-Commiphora bushlands and thickets;otherland;pasture;;5,207622861;18,1047884;23,31241126;biomass only
;Northern Acacia-Commiphora bushlands and thickets;pasture;cropland;-2,175340797;-7,504991434;-0,071335702;-7,576327136;soc + biomass
;Northern Acacia-Commiphora bushlands and thickets;pasture;forest;;-5,839422695;-2,14287168;-7,982294375;biomass only
;Northern Acacia-Commiphora bushlands and thickets;pasture;nonveg;;-1,036329256;0,10086676;-0,935462495;biomass only
;Northern Acacia-Commiphora bushlands and thickets;pasture;other;-2,177181034;;;;soc only
;Northern Acacia-Commiphora bushlands and thickets;pasture;otherland;;-5,207622861;-18,1047884;-23,31241126;biomass only
;Northwest Hawai'i scrub;cropland;forest;;0;0;0;biomass only
;Northwest Hawai'i scrub;cropland;nonveg;;0;0;0;biomass only
;Northwest Hawai'i scrub;cropland;other;0;;;;soc only
;Northwest Hawai'i scrub;cropland;otherland;;0;0;0;biomass only
;Northwest Hawai'i scrub;cropland;pasture;0;0;0;0;soc + biomass
;Northwest Hawai'i scrub;forest;cropland;;0;0;0;biomass only
;Northwest Hawai'i scrub;forest;nonveg;;0;0;0;biomass only
;Northwest Hawai'i scrub;forest;otherland;;0;0;0;biomass only
;Northwest Hawai'i scrub;forest;pasture;;0;0;0;biomass only
;Northwest Hawai'i scrub;nonveg;cropland;;0;0;0;biomass only
;Northwest Hawai'i scrub;nonveg;forest;;0;0;0;biomass only
;Northwest Hawai'i scrub;nonveg;otherland;;0;0;0;biomass only
;Northwest Hawai'i scrub;nonveg;pasture;;0;0;0;biomass only
;Northwest Hawai'i scrub;other;cropland;0;;;;soc only
;Northwest Hawai'i scrub;other;pasture;0;;;;soc only
;Northwest Hawai'i scrub;otherland;cropland;;0;0;0;biomass only
;Northwest Hawai'i scrub;otherland;forest;;0;0;0;biomass only
;Northwest Hawai'i scrub;otherland;nonveg;;0;0;0;biomass only
;Northwest Hawai'i scrub;otherland;pasture;;0;0;0;biomass only
;Northwest Hawai'i scrub;pasture;cropland;0;0;0;0;soc + biomass
;Northwest Hawai'i scrub;pasture;forest;;0;0;0;biomass only
;Northwest Hawai'i scrub;pasture;nonveg;;0;0;0;biomass only
;Northwest Hawai'i scrub;pasture;other;0;;;;soc only
;Northwest Hawai'i scrub;pasture;otherland;;0;0;0;biomass only
;Northwestern Himalayan alpine shrub and meadows;cropland;forest;;-8,649446607;-6,16866075;-14,81810736;biomass only
;Northwestern Himalayan alpine shrub and meadows;cropland;nonveg;;3,623082085;0,855766667;4,478848752;biomass only
;Northwestern Himalayan alpine shrub and meadows;cropland;other;-1,488993345;;;;soc only
;Northwestern Himalayan alpine shrub and meadows;cropland;otherland;;3,480289133;0,228290442;3,708579576;biomass only
;Northwestern Himalayan alpine shrub and meadows;cropland;pasture;-0,527851485;1,956136313;-1,30415853;0,651977782;soc + biomass
;Northwestern Himalayan alpine shrub and meadows;forest;cropland;;8,649446607;6,16866075;14,81810736;biomass only
;Northwestern Himalayan alpine shrub and meadows;forest;nonveg;;12,27252869;7,024427417;19,29695611;biomass only
;Northwestern Himalayan alpine shrub and meadows;forest;otherland;;12,12973574;6,396951192;18,52668693;biomass only
;Northwestern Himalayan alpine shrub and meadows;forest;pasture;;10,60558292;4,86450222;15,47008514;biomass only
;Northwestern Himalayan alpine shrub and meadows;nonveg;cropland;;-3,623082085;-0,855766667;-4,478848752;biomass only
;Northwestern Himalayan alpine shrub and meadows;nonveg;forest;;-12,27252869;-7,024427417;-19,29695611;biomass only
;Northwestern Himalayan alpine shrub and meadows;nonveg;otherland;;-0,142792951;-0,627476225;-0,770269176;biomass only
;Northwestern Himalayan alpine shrub and meadows;nonveg;pasture;;-1,666945772;-2,159925197;-3,826870969;biomass only
;Northwestern Himalayan alpine shrub and meadows;other;cropland;1,488993345;;;;soc only
;Northwestern Himalayan alpine shrub and meadows;other;pasture;0,96114186;;;;soc only
;Northwestern Himalayan alpine shrub and meadows;otherland;cropland;;-3,480289133;-0,228290442;-3,708579576;biomass only
;Northwestern Himalayan alpine shrub and meadows;otherland;forest;;-12,12973574;-6,396951192;-18,52668693;biomass only
;Northwestern Himalayan alpine shrub and meadows;otherland;nonveg;;0,142792951;0,627476225;0,770269176;biomass only
;Northwestern Himalayan alpine shrub and meadows;otherland;pasture;;-1,524152821;-1,532448973;-3,056601793;biomass only
;Northwestern Himalayan alpine shrub and meadows;pasture;cropland;0,527851485;-1,956136313;1,30415853;-0,651977782;soc + biomass
;Northwestern Himalayan alpine shrub and meadows;pasture;forest;;-10,60558292;-4,86450222;-15,47008514;biomass only
;Northwestern Himalayan alpine shrub and meadows;pasture;nonveg;;1,666945772;2,159925197;3,826870969;biomass only
;Northwestern Himalayan alpine shrub and meadows;pasture;other;-0,96114186;;;;soc only
;Northwestern Himalayan alpine shrub and meadows;pasture;otherland;;1,524152821;1,532448973;3,056601793;biomass only
;Red Sea coastal desert;cropland;forest;;0;0;0;biomass only
;Red Sea coastal desert;cropland;nonveg;;0,000866399;0,005520466;0,006386865;biomass only
;Red Sea coastal desert;cropland;other;0;;;;soc only
;Red Sea coastal desert;cropland;otherland;;-0,093811892;-0,386994443;-0,480806335;biomass only
;Red Sea coastal desert;cropland;pasture;0;-0,011368172;-0,023452877;-0,03482105;soc + biomass
